"Codigo","Nombre","Modelo","Descripcion","Pcosto","Pventa","PMayor","Pordes","Porpro","Grupo","Familia","Marca","Feuling","Feulve","Observaciones","Status","Exiact","Id","Propietario","Minimo","Idereg","Costor","Invini","Proveedor","Ultmov","Bodega","Nombod","Ventas","Compras","Apos","Aneg"
CL120,CAMA DIVANY 2 1/2,"","",417.88,980.0,0.0,0.0,0.0,COLCHONES,CAMAS - COLCHONES ,"",,2014-12-26 00:00:00.000,"",A,0.0,4956,ANGELA LARREA,0.0,1,417.88,0.0,MODERMUEBLE,2014-12-26 00:00:00.000,1,D ROSIE,2.0,2.0,0.0,0.0
CL121,COLCHON 2 1/2 PARAISO ECONOMICO,"","",150.0,220.0,0.0,0.0,0.0,COLCHONES,CAMAS - COLCHONES ,"",,,"",I,0.0,6724,ANGELA LARREA,0.0,1,150.0,0.0,TERESA GRANDA,2015-07-31 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
CL122,COLCHON 3P DOBLE PILOTOP ,"","",260.0,360.0,0.0,0.0,0.0,COLCHONES,CAMAS - COLCHONES ,"",2018-07-23 00:00:00.000,2018-07-27 00:00:00.000,"",A,0.0,7208,ANGELA LARREA,0.0,1,260.0,0.0,COMERCIAL GENOVA,2018-07-27 00:00:00.000,1,D ROSIE,6.0,6.0,0.0,0.0
CL123,COLCHON 2 1/2 DOBLE PILOTOP ,"","",209.0,300.0,0.0,0.0,0.0,COLCHONES,CAMAS - COLCHONES ,"",2019-10-24 00:00:00.000,2019-10-25 00:00:00.000,"",A,0.0,7210,ANGELA LARREA,0.0,1,209.0,0.0,COMERCIAL GENOVA,2019-10-25 00:00:00.000,1,D ROSIE,2.0,2.0,0.0,0.0
CL124,COLCHON 3P CONTINENTAL DE LUJO,"","",230.02,1280.0,0.0,0.0,0.0,COLCHONES,CAMAS - COLCHONES ,"",2020-01-11 00:00:00.000,2020-03-06 00:00:00.000,"",A,7.0,7327,ANGELA LARREA,0.0,1,226.0,0.0,COMERCIAL GENOVA,2020-03-06 00:00:00.000,1,D ROSIE,36.0,43.0,0.0,0.0
CL125,BASE DE CAMA DE 2 1/2 ,"","",105.0,280.0,0.0,0.0,0.0,COLCHONES,CAMAS - COLCHONES ,"",2018-03-23 00:00:00.000,2018-12-28 00:00:00.000,"",A,0.0,7582,ANGELA LARREA,0.0,1,105.0,0.0,COMERCIAL GENOVA,2018-12-28 00:00:00.000,1,D ROSIE,2.0,2.0,0.0,0.0
CL126,COLCHON 2P CONTINENTAL DE LUJO,"","",150.0,250.0,0.0,0.0,0.0,COLCHONES,CAMAS - COLCHONES ,"",2019-08-30 00:00:00.000,2019-08-30 00:00:00.000,"",A,0.0,7644,ANGELA LARREA,0.0,1,150.0,0.0,COMERCIAL GENOVA,2019-08-30 00:00:00.000,1,D ROSIE,3.0,3.0,0.0,0.0
CL127,COLCHON 3P ORTOPEDICO ,"","",255.0,380.0,0.0,0.0,0.0,COLCHONES,CAMAS - COLCHONES ,"",2018-06-11 00:00:00.000,2018-06-11 00:00:00.000,"",A,0.0,7721,ANGELA LARREA,0.0,1,255.0,0.0,COMERCIAL GENOVA,2018-06-11 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
CL128,COLCHON 2P SUAVE BRISA,"","",125.0,280.0,0.0,0.0,0.0,COLCHONES,CAMAS - COLCHONES ,"",2018-06-11 00:00:00.000,2018-06-11 00:00:00.000,"",A,0.0,7723,ANGELA LARREA,0.0,1,125.0,0.0,COMERCIAL GENOVA,2018-06-11 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
CL129,COLCHON 3P CONTINENTAL ,"","",250.0,350.0,0.0,0.0,0.0,COLCHONES,CAMAS - COLCHONES ,"",2018-09-29 00:00:00.000,2018-09-29 00:00:00.000,"",A,0.0,7820,ANGELA LARREA,0.0,1,250.0,0.0,TERESA GRANDA,2018-09-29 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
CL130,COLCHON SUAVE BRISA 2.5 ,"","",165.0,280.0,0.0,0.0,0.0,COLCHONES,CAMAS - COLCHONES ,"",2019-05-31 00:00:00.000,2019-05-31 00:00:00.000,"",A,0.0,8219,ANGELA LARREA,0.0,1,165.0,0.0,COMERCIAL GENOVA,2019-05-31 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
CL131,COLCHON IMPERIAL 2.5 PL,"","",150.0,300.0,0.0,0.0,0.0,COLCHONES,CAMAS - COLCHONES ,"",2019-05-31 00:00:00.000,,"",A,1.0,8221,ANGELA LARREA,0.0,1,150.0,0.0,COMERCIAL GENOVA,2019-05-31 00:00:00.000,1,D ROSIE,0.0,1.0,0.0,0.0
CL132,COLCHON DE 2 P SAFIRO,"","",65.0,180.0,0.0,0.0,0.0,COLCHONES,CAMAS - COLCHONES ,"",2019-06-20 00:00:00.000,2019-06-20 00:00:00.000,"",A,0.0,8250,ANGELA LARREA,0.0,1,65.0,0.0,COMERCIAL GENOVA,2019-06-20 00:00:00.000,1,D ROSIE,6.0,6.0,0.0,0.0
CL133,COLCHON 3P MEMORY FOAM FB ,"","",285.0,340.0,0.0,0.0,0.0,COLCHONES,CAMAS - COLCHONES ,"",2019-08-29 00:00:00.000,2019-08-31 00:00:00.000,"",A,0.0,8339,ANGELA LARREA,0.0,1,285.0,0.0,BERMAT,2019-08-31 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
CL134,COLCHON 3P GRAND PALAIS,"","",664.0,780.0,0.0,0.0,0.0,COLCHONES,CAMAS - COLCHONES ,"",2019-10-25 00:00:00.000,2019-10-25 00:00:00.000,"",A,0.0,8413,ANGELA LARREA,0.0,1,664.0,0.0,BERMAT,2019-10-25 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
CO100,COMODAS CON FOCOS ,"","",142.86,480.0,0.0,3.0,0.0,COMODAS,HABITACIONES ADULTOS  ,SIN MARCA,2011-12-17 00:00:00.000,2013-08-05 00:00:00.000,"",A,0.0,182,ROSA MERA,0.0,1,214.29,3.0,ANITA DELGADO,2013-08-05 00:00:00.000,1,D ROSIE,5.0,2.0,0.0,0.0
CO101,COMODA CHARLESTON,"","",764.32,980.0,0.0,2.0,0.0,COMODAS,HABITACIONES ADULTOS  ,VITEFAMA,2012-11-23 00:00:00.000,2013-10-18 00:00:00.000,"",A,0.0,217,ANGELA LARREA,0.0,1,764.32,1.0,VITEFAMA,2013-10-18 00:00:00.000,1,D ROSIE,4.0,3.0,0.0,0.0
CO102,COMODA CONTEMPORANEA WENGUE,"","",261.85,580.0,0.0,2.0,0.0,COMODAS,HABITACIONES ADULTOS  ,"",,2017-04-30 00:00:00.000,"",A,0.0,535,ANGELA LARREA,0.0,1,265.0,0.0,MUEBLES CONQUISTADOR,2017-04-30 00:00:00.000,1,D ROSIE,5.0,5.0,0.0,0.0
CO103,COQUETA  CONSMOPOLITAN ,"","",357.0,580.0,0.0,1.0,0.0,COQUETAS,HABITACIONES ADULTOS  ,BIENSTAR,,,"",I,0.0,546,ANGELA LARREA,0.0,1,357.0,1.0,BINESTAR,2012-09-21 00:00:00.000,1,D ROSIE,3.0,2.0,0.0,0.0
CO104,COMODA LUCIOLA,"","",0.0,600.0,0.0,2.0,0.0,COMODAS,HABITACIONES ADULTOS  ,"",,2012-10-03 00:00:00.000,"",A,0.0,550,ROSA MERA,0.0,1,,3.0,CARLOS CAIZA,2012-10-03 00:00:00.000,1,D ROSIE,3.0,0.0,0.0,0.0
CO106,COMODA VERMOTH RUSTICA WENGUE,"","",250.0,480.0,0.0,1.0,0.0,COMODAS,HABITACIONES ADULTOS  ,"",2011-09-20 00:00:00.000,2012-04-11 00:00:00.000,"",A,0.0,709,ANGELA LARREA,0.0,1,250.0,1.0,MUEBLES CONQUISTADOR,2012-04-11 00:00:00.000,1,D ROSIE,2.0,1.0,0.0,0.0
CO107,COMODA LUCIOLA 2,"","",380.0,580.0,0.0,1.0,0.0,COMODAS,HABITACIONES ADULTOS  ,"",,,"",A,1.0,821,ROSA MERA,0.0,1,,1.0,CARLOS CAIZA,,1,D ROSIE,0.0,0.0,0.0,0.0
CO108,COMODA ROMA AMBATO,"","",0.0,680.0,0.0,1.0,0.0,COMODAS,HABITACIONES ADULTOS  ,"",,2013-04-12 00:00:00.000,"",A,0.0,861,ROSA MERA,0.0,1,,1.0,CARLOS CAIZA,2013-04-12 00:00:00.000,1,D ROSIE,1.0,0.0,0.0,0.0
CO109,COMODA NARDO,"","",450.0,780.0,0.0,0.0,0.0,COMODAS,HABITACIONES ADULTOS  ,"",2016-03-10 00:00:00.000,2017-11-29 00:00:00.000,"",A,0.0,1094,ROSA MERA,0.0,1,450.0,2.0,CARLOS CAIZA,2017-11-29 00:00:00.000,1,D ROSIE,9.0,7.0,0.0,0.0
CO110,COMODA PARA PLASMA DE 2M ,"","",370.5,580.0,0.0,0.0,0.0,COMODAS,HABITACIONES ADULTOS  ,"",2012-08-21 00:00:00.000,2011-10-31 00:00:00.000,"",A,0.0,1115,ANGELA LARREA,0.0,1,370.5,0.0,MUEBLES CONQUISTADOR,2012-08-21 00:00:00.000,1,D ROSIE,2.0,2.0,0.0,0.0
CO111,COMODA MEDITERRANEA ,"","",330.0,580.0,0.0,1.0,0.0,COMODAS,HABITACIONES ADULTOS  ,"",2011-10-05 00:00:00.000,2013-07-19 00:00:00.000,"",A,0.0,1163,ANGELA LARREA,0.0,1,330.0,0.0,EFRAIN GUAMAN,2013-07-19 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
CO112,COMODA KENNEDY ,"","",410.0,680.0,0.0,1.0,0.0,COMODAS,HABITACIONES ADULTOS  ,"",2013-02-05 00:00:00.000,2014-01-14 00:00:00.000,"",A,0.0,1330,ANGELA LARREA,0.0,1,410.0,0.0,MUEBLES LUXOR,2014-01-14 00:00:00.000,1,D ROSIE,4.0,4.0,0.0,0.0
CO113,COMODA ANAIS,"","",300.0,580.0,0.0,1.0,0.0,COMODAS,HABITACIONES ADULTOS  ,"",2012-08-21 00:00:00.000,2012-12-18 00:00:00.000,"",A,0.0,1332,ANGELA LARREA,0.0,1,300.0,0.0,MUEBLES LUXOR,2012-12-18 00:00:00.000,1,D ROSIE,2.0,2.0,0.0,0.0
CO114,COMODA MOBLEZA ROMA,"","",476.28,880.0,0.0,0.0,0.0,COMODAS,HABITACIONES ADULTOS  ,"",2012-09-28 00:00:00.000,2013-02-02 00:00:00.000,"",A,0.0,1339,ROSA MERA,0.0,1,476.28,0.0,MOBLEZA,2013-02-02 00:00:00.000,1,D ROSIE,2.0,2.0,1.0,0.0
CO115,COMODA MILI JUVENIL NI�A,"","",189.0,280.0,0.0,1.0,0.0,COMODAS,HABITACIONES ADULTOS  ,"",,2017-08-23 00:00:00.000,"",A,0.0,1378,ANGELA LARREA,0.0,1,123.0,0.0,LUIS NARVAEZ,2017-08-23 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
CO116,COMODA CONTEMPORANEA SIN ESPEJO,"","",200.0,480.0,0.0,0.0,0.0,COMODAS,HABITACIONES ADULTOS  ,"",2012-01-20 00:00:00.000,2012-01-20 00:00:00.000,"",A,0.0,1836,ANGELA LARREA,0.0,1,200.0,0.0,MUEBLES CONQUISTADOR,2012-01-20 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
CO117,COMODA GRECA CON ESPEJO,"","",440.0,680.0,0.0,0.0,0.0,COMODAS,HABITACIONES ADULTOS  ,"",2013-04-19 00:00:00.000,2016-12-22 00:00:00.000,"",A,0.0,2029,ANGELA LARREA,0.0,1,440.0,0.0,MUEBLES LUXOR,2016-12-22 00:00:00.000,1,D ROSIE,4.0,4.0,0.0,0.0
CO118,COMODA EXARA,"","",450.0,680.0,0.0,0.0,0.0,COMODAS,HABITACIONES ADULTOS  ,"",2012-06-26 00:00:00.000,2012-09-21 00:00:00.000,"",A,0.0,2124,ANGELA LARREA,0.0,1,450.0,0.0,FADEMS,2012-09-21 00:00:00.000,1,D ROSIE,2.0,2.0,0.0,0.0
CO119,COMODA MEDITERRANEA BICOLOR ,"","",320.0,580.0,0.0,0.0,0.0,COMODAS,HABITACIONES ADULTOS  ,"",2012-07-10 00:00:00.000,2013-09-17 00:00:00.000,"",A,0.0,2161,ANGELA LARREA,0.0,1,320.0,0.0,EFRAIN GUAMAN,2013-09-17 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
CO120,COMODA CLASICO MAINCELA,"","",380.0,680.0,0.0,0.0,0.0,COMODAS,HABITACIONES ADULTOS  ,"",2013-04-12 00:00:00.000,2013-06-17 00:00:00.000,"",A,0.0,2439,ANGELA LARREA,0.0,1,380.0,0.0,ROBERT MAINCELA,2013-06-17 00:00:00.000,1,D ROSIE,2.0,2.0,0.0,0.0
CO121,COMODA CHARLESTON SIN ESPEJO,"","",736.61,980.0,0.0,0.0,0.0,COMODAS,HABITACIONES ADULTOS  ,"",2012-12-08 00:00:00.000,2012-12-13 00:00:00.000,"",A,0.0,2595,ANGELA LARREA,0.0,1,736.61,0.0,VITEFAMA,2012-12-13 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
CO122,COMODA KASANDRA CON ESPEJO,"","",471.0,980.0,0.0,0.0,0.0,COMODAS,HABITACIONES ADULTOS  ,"",2012-12-26 00:00:00.000,2012-12-26 00:00:00.000,"",A,0.0,3499,ANGELA LARREA,0.0,1,471.0,0.0,BINESTAR,2012-12-26 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
CO123,COMODA CON ESPEJO NEGRA J CARLOS,"","",320.0,530.0,0.0,0.0,0.0,COMODAS,HABITACIONES ADULTOS  ,"",2013-11-27 00:00:00.000,2014-03-19 00:00:00.000,"",A,0.0,4831,ANGELA LARREA,0.0,1,320.0,0.0,MUEBLES CONQUISTADOR,2014-03-19 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
CO124,COMODA BICOLOR DIEGO AUCAPI,"","",300.0,680.0,0.0,0.0,0.0,COMODAS,HABITACIONES ADULTOS  ,"",2017-02-02 00:00:00.000,2017-05-26 00:00:00.000,"",A,0.0,6159,ANGELA LARREA,0.0,1,300.0,0.0,DIEGO AUCAPI�A,2017-05-26 00:00:00.000,1,D ROSIE,5.0,5.0,0.0,0.0
CO125,COMODA CHARLESTON DIEGO AUCAPI�A,"","",300.0,680.0,0.0,0.0,0.0,COMODAS,HABITACIONES ADULTOS  ,"",2017-02-02 00:00:00.000,2018-07-27 00:00:00.000,"",A,0.0,6632,ANGELA LARREA,0.0,1,300.0,0.0,DIEGO AUCAPI�A,2018-07-27 00:00:00.000,1,D ROSIE,5.0,5.0,0.0,0.0
CO126,COMODA ECONOMICA,"","",70.0,120.0,0.0,0.0,0.0,COMODAS,HABITACIONES ADULTOS  ,"",2015-12-24 00:00:00.000,2015-12-24 00:00:00.000,"",A,0.0,6851,ANGELA LARREA,0.0,1,70.0,0.0,SANTIAGO VERA (MAESTRO SANTO DOMINGO),2015-12-24 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
CO127,COMODA SIN ESPEJO FERANA,"","",300.0,680.0,0.0,0.0,0.0,COMODAS,HABITACIONES ADULTOS  ,"",2016-02-17 00:00:00.000,2016-02-17 00:00:00.000,"",A,0.0,6887,ANGELA LARREA,0.0,1,300.0,0.0,PATRICIO (MUEBLES BIENESTAR),2016-02-17 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
CO128,COMODA VIRREY,"","",370.0,780.0,0.0,0.0,0.0,COMODAS,HABITACIONES ADULTOS  ,"",2019-08-09 00:00:00.000,2019-12-30 00:00:00.000,"",A,0.0,6920,ANGELA LARREA,0.0,1,370.0,0.0,TOMAS PADILLA,2019-12-30 00:00:00.000,1,D ROSIE,9.0,9.0,0.0,0.0
CO129,COMODA 8 CAJONES SIN ESPEJO CONQUISTADOR,"","",280.0,480.0,0.0,0.0,0.0,COMODAS,HABITACIONES ADULTOS  ,"",2017-06-21 00:00:00.000,2017-06-30 00:00:00.000,"",A,0.0,7276,ANGELA LARREA,0.0,1,280.0,0.0,MUEBLES CONQUISTADOR,2017-06-30 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
CO130,COMODA VERONA SIN ESPEJO,"","",330.0,580.0,0.0,0.0,0.0,COMODAS,HABITACIONES ADULTOS  ,"",2017-10-12 00:00:00.000,2017-08-31 00:00:00.000,"",A,1.0,7384,ANGELA LARREA,0.0,1,330.0,0.0,MUEBLES CONQUISTADOR,2017-10-12 00:00:00.000,1,D ROSIE,1.0,2.0,0.0,0.0
CO131,COMODA CHIRIMOYA TALLADA,"","",400.0,780.0,0.0,0.0,0.0,COMODAS,HABITACIONES ADULTOS  ,"",2019-02-13 00:00:00.000,2019-02-18 00:00:00.000,"",A,0.0,7491,ANGELA LARREA,0.0,1,400.0,0.0,MANUEL TURUSHINA  ALTAMIRANO,2019-02-18 00:00:00.000,1,D ROSIE,3.0,3.0,0.0,0.0
CO132,COQUETA LIRIO TURISHIMA,"","",450.0,780.0,0.0,0.0,0.0,COMODAS,HABITACIONES ADULTOS  ,"",2019-02-13 00:00:00.000,,"",A,1.0,8086,ANGELA LARREA,0.0,1,450.0,0.0,MANUEL TURUSHINA  ALTAMIRANO,2019-02-13 00:00:00.000,1,D ROSIE,0.0,1.0,0.0,0.0
CO133,COMODA LIRIO TURISHIMA,"","",300.0,780.0,0.0,0.0,0.0,COMODAS,HABITACIONES ADULTOS  ,"",2019-02-13 00:00:00.000,2019-09-29 00:00:00.000,"",A,0.0,8103,ANGELA LARREA,0.0,1,300.0,0.0,MANUEL TURUSHINA  ALTAMIRANO,2019-09-29 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
COM105,COMEDOR 8 SILLAS LINEAL CAFE RECTANGULAR TOKI,RECTANGULARES,"",570.0,1180.0,0.0,,0.0,COMEDORES,MUEBLES DE COMEDOR ,SIN MARCA,2020-02-11 00:00:00.000,2017-12-24 00:00:00.000,"",A,0.0,100,ROSA MERA,0.0,1,570.0,4.0,FUSION,2020-02-11 00:00:00.000,1,D ROSIE,34.0,30.0,0.0,
COM106,COMEDOR 8 SILLAS LINEAL NEGRO CUADRADO TOQUI,CUADRADOS,"2 NEGROS Y UNO CAFE",570.0,1180.0,0.0,0.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,SIN MARCA,2019-12-23 00:00:00.000,2020-02-27 00:00:00.000,"",A,0.0,102,ROSA MERA,0.0,1,570.0,0.0,FUSION,2020-02-27 00:00:00.000,1,D ROSIE,17.0,17.0,0.0,0.0
COM107,COMEDOR 8 SILLAS  CLASICOS TOQUI,"","",380.0,780.0,0.0,1.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,SIN MARCA,,,"",I,0.0,104,ROSA MERA,0.0,1,380.0,0.0,FUSION,2011-12-06 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
COM108,COMEDOR 6 SILLAS LINEAL CAFE TOQUI  ,RECTANGULARES,"",470.0,880.0,0.0,9.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,SIN MARCA,2019-12-13 00:00:00.000,2019-12-29 00:00:00.000,"",A,0.0,106,ROSA MERA,0.0,1,470.0,14.0,FUSION,2019-12-29 00:00:00.000,1,D ROSIE,73.0,59.0,0.0,0.0
COM109,COMEDOR 4 SILLAS LINEAL TOQUI,"","4 CAFES Y 2 NEGRO",270.0,580.0,0.0,4.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,SIN MARCA,2019-11-26 00:00:00.000,2019-12-24 00:00:00.000,"",A,4.0,108,ROSA MERA,0.0,1,270.0,6.0,FUSION,2019-12-24 00:00:00.000,1,D ROSIE,115.0,113.0,0.0,0.0
COM110,COMEDOR 6 SILLAS CLASICOS TOKI,RECTANGULARES,CAFES,470.0,780.0,0.0,1.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,SIN MARCA,2019-05-07 00:00:00.000,2020-02-27 00:00:00.000,"",A,0.0,110,ROSA MERA,0.0,1,470.0,1.0,FUSION,2020-02-27 00:00:00.000,1,D ROSIE,46.0,45.0,0.0,0.0
COM111,COMEDOR 6 SILLAS EXAGONAL TOQUI,"","",300.0,580.0,0.0,2.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,SIN MARCA,,,DOS COMPELTOS Y UNO CON 4 SILLAS,I,0.0,112,ROSA MERA,0.0,1,,3.0,FUSION,2012-12-14 00:00:00.000,1,D ROSIE,3.0,0.0,0.0,0.0
COM112,COMEDOR FUTURA 8 SILLAS,VIDRIO,"",1319.2,1780.0,0.0,0.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,VITEFAMA,,,"",I,0.0,119,ANGELA LARREA,0.0,1,1319.2,1.0,VITEFAMA,2012-01-23 00:00:00.000,1,D ROSIE,2.0,1.0,0.0,0.0
COM113,COMEDOR MILAGRO 8 SILLAS,"","",0.0,1180.0,0.0,0.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,SIN MARCA,,,"",I,0.0,121,ANGELA LARREA,0.0,1,,1.0,MILAGRO,2011-09-10 00:00:00.000,1,D ROSIE,1.0,0.0,0.0,0.0
COM115,COMEDOR 8 SILLAS GUAPISACA CLASICO,CON MADERA Y BRAZOS,"",850.0,1480.0,0.0,0.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,SIN MARCA,,,FALTA BASE,I,0.0,125,ANGELA LARREA,0.0,1,850.0,2.0,RAFAEL GUAPISACA,2011-12-28 00:00:00.000,1,D ROSIE,4.0,2.0,0.0,0.0
COM116,COMEDOR 8 SILLAS BICOLOR,"","",490.0,1280.0,0.0,0.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,SIN MARCA,,,"",I,0.0,127,ANGELA LARREA,0.0,1,490.0,1.0,EFRAIN GUAMAN,2012-01-31 00:00:00.000,1,D ROSIE,2.0,1.0,0.0,
COM117,COMEDOR 6 SILLAS MOBLEZA,"","",0.0,1480.0,0.0,1.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,SIN MARCA,,,"",I,0.0,132,ROSA MERA,0.0,1,,1.0,MOBLEZA,2014-12-20 00:00:00.000,1,D ROSIE,1.0,0.0,0.0,0.0
COM119,COMEDOR 6 SILLAS MILAGRO LINEAL,"","",600.0,980.0,0.0,0.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,SIN MARCA,,,"",I,0.0,208,ANGELA LARREA,0.0,1,,0.0,MILAGRO,2011-07-12 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
COM120,COMEDOR 6 SILLAS OVELINE WENGUE,"","",820.0,1280.0,0.0,1.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",,,"",I,0.0,447,ANGELA LARREA,0.0,1,820.0,0.0,OVELINE,2015-02-07 00:00:00.000,1,D ROSIE,4.0,4.0,0.0,0.0
COM121,COMEDOR 6 SILLAS OVELINE CAFE,"","",820.0,1280.0,0.0,0.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",,,"",I,0.0,451,ANGELA LARREA,0.0,1,,1.0,OVELINE,2011-08-29 00:00:00.000,1,D ROSIE,1.0,0.0,0.0,0.0
COM122,COQUETA OVELINE,"","",350.0,580.0,0.0,0.0,0.0,COQUETAS,MUEBLES DE COMEDOR ,"",,,"",I,0.0,453,ANGELA LARREA,0.0,1,,0.0,OVELINE,,1,D ROSIE,0.0,0.0,0.0,0.0
COM123,COMEDOR CHARLESTON 8 SILLAS,"","",1463.21,2300.0,0.0,0.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,VITEFAMA,,,"",I,0.0,605,ANGELA LARREA,0.0,1,1463.21,0.0,VITEFAMA,2011-10-31 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
COM124,COMEDOR 8 SILLAS CLASICO BRAZOS CAIDOS TOQUI,"","",420.0,880.0,0.0,2.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",,,"",I,0.0,609,ROSA MERA,0.0,1,420.0,3.0,MUEBLES QUITO,2013-12-19 00:00:00.000,1,D ROSIE,11.0,8.0,0.0,0.0
COM125,COMEDOR 6 SILLAS LINEAL NEGRO TOQUI,"","",470.0,780.0,0.0,1.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",2020-03-05 00:00:00.000,2019-11-20 00:00:00.000,"",A,2.0,704,ROSA MERA,0.0,1,470.0,0.0,FUSION,2020-03-05 00:00:00.000,1,D ROSIE,123.0,125.0,0.0,0.0
COM128,COMEDOR 8 SILLAS CUADRADO CUENCANO EN CAFE ,"","",780.0,980.0,0.0,0.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",,,"",I,0.0,732,ANGELA LARREA,0.0,1,,1.0,LIA,2011-11-11 00:00:00.000,1,D ROSIE,1.0,0.0,0.0,0.0
COM129,COMEDOR 6 SILLAS ESPALDAR RECTO TOKI,"","",304.0,580.0,0.0,2.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",,,"",I,0.0,761,ROSA MERA,0.0,1,320.0,0.0,FUSION,2012-05-14 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
COM130,COMEDOR 6 SILLAS CONQUISTADOR LINEAL ,"","",790.0,1480.0,0.0,2.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",2019-11-20 00:00:00.000,2019-10-25 00:00:00.000,"",A,2.0,810,ANGELA LARREA,0.0,1,790.0,0.0,MUEBLES CONQUISTADOR,2019-11-20 00:00:00.000,1,D ROSIE,32.0,34.0,0.0,0.0
COM132,COMEDOR 4 SILLAS REDONDO CLASICO,"","",250.0,480.0,0.0,3.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",2018-08-07 00:00:00.000,2019-05-14 00:00:00.000,"",A,0.0,886,ROSA MERA,0.0,1,250.0,1.0,FUSION,2019-05-14 00:00:00.000,1,D ROSIE,16.0,15.0,1.0,0.0
COM133,COMEDOR 8 SILLAS LINEAL NEGRO RECTANGULAR TOKI,"","",570.0,1080.0,0.0,0.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",2019-12-17 00:00:00.000,2019-12-17 00:00:00.000,"",A,1.0,959,ROSA MERA,0.0,1,570.0,3.0,FUSION,2019-12-17 00:00:00.000,1,D ROSIE,49.0,47.0,1.0,0.0
COM134,COMEDOR 8 SILLAS LINEAL CAFE CUADRADO TOKI,"","",550.0,980.0,0.0,5.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",,,"",I,0.0,961,ROSA MERA,0.0,1,550.0,0.0,FUSION,2014-12-26 00:00:00.000,1,D ROSIE,22.0,22.0,2.0,0.0
COM135,COMEDOR 8 SILLAS OSLO LUXOR,"","",930.0,1380.0,0.0,0.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",,,"",I,0.0,1181,ANGELA LARREA,0.0,1,930.0,0.0,MUEBLES LUXOR,2011-10-14 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
COM136,COMEDOR VIDRIO BLACK WHITE 6 SILLAS ,"","",770.0,1480.0,0.0,1.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",,,"",I,0.0,1187,ANGELA LARREA,0.0,1,770.0,0.0,MUEBLES CONQUISTADOR,2012-06-25 00:00:00.000,1,D ROSIE,5.0,5.0,0.0,0.0
COM137,COMEDOR GUAPISACA 8 SILLAS TALLADO ,"","",850.0,1480.0,0.0,1.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",,,"",I,0.0,1199,ANGELA LARREA,0.0,1,850.0,0.0,RAFAEL GUAPISACA,2012-06-05 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
