"Codigo","Nombre","Modelo","Descripcion","Pcosto","Pventa","PMayor","Pordes","Porpro","Grupo","Familia","Marca","Feuling","Feulve","Observaciones","Status","Exiact","Id","Propietario","Minimo","Idereg","Costor","Invini","Proveedor","Ultmov","Bodega","Nombod","Ventas","Compras","Apos","Aneg"
COM151,COMEDOR DE 8 SILLAS RECTANGULAR TOKI BICOLOR,"","",490.0,880.0,0.0,0.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",,,"",I,0.0,1839,ROSA MERA,0.0,1,,0.0,FUSION,2012-02-04 00:00:00.000,1,D ROSIE,1.0,1.0,1.0,0.0
COM152,COMEDDR DE 6 SILLAS SUIZA,"","",778.0,1180.0,0.0,1.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",2012-02-16 00:00:00.000,2012-04-28 00:00:00.000,"",A,0.0,1865,ANGELA LARREA,0.0,1,778.0,0.0,MUEBLES LUXOR,2012-04-28 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
COM153,COMEDOR DE 8 SILLAS CUADRADO MILAGRO ,"","",785.71,1180.0,0.0,0.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",2012-11-28 00:00:00.000,2012-12-23 00:00:00.000,"",A,1.0,1988,ANGELA LARREA,0.0,1,785.71,0.0,MILAGRO,2012-12-23 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
COM154,COMEDOR DE 9 SILLAS CORAZON BLANCO CON NEGRO,"","",620.0,980.0,0.0,0.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",,,"",I,0.0,2010,ROSA MERA,0.0,1,620.0,0.0,FUSION,2012-05-15 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
COM155,COMEDOR JANUS 6 SILLAS,"","",850.0,1480.0,0.0,0.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",,,"",I,0.0,2014,ANGELA LARREA,0.0,1,850.0,0.0,LUIS NARVAEZ,2012-05-16 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
COM156,COMEDOR DE 8 SILLAS CUADRADO DE VIDRIO ,"","",870.0,1480.0,0.0,0.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",2012-06-28 00:00:00.000,2012-10-16 00:00:00.000,"",A,0.0,2132,ANGELA LARREA,0.0,1,870.0,0.0,MUEBLES CONQUISTADOR,2012-10-16 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
COM157,COMEDOR 9 SILLAS CORAZON VIDRIO ,"","",937.5,1480.0,0.0,0.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",,,"",I,0.0,2139,ANGELA LARREA,0.0,1,937.5,0.0,MILAGRO,2012-06-29 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
COM158,COMEDOR 6 SILLAS GRECO REDONDO MILAGRO,"","",700.0,1280.0,0.0,0.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",2012-08-06 00:00:00.000,,"",A,1.0,2141,ANGELA LARREA,0.0,1,700.0,0.0,MILAGRO,2012-08-06 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
COM159,COMEDOR DE 8 SILLAS CON VIDRIO EFRAIN,"","",900.0,1480.0,0.0,0.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",2012-11-27 00:00:00.000,2012-09-15 00:00:00.000,"",A,0.0,2171,ANGELA LARREA,0.0,1,900.0,0.0,EFRAIN GUAMAN,2012-11-27 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
COM160,COMEDOR 6 SILLAS CUADRADO CONQUISTADOR  ,"","",770.0,1380.0,0.0,0.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",2012-10-18 00:00:00.000,2012-12-13 00:00:00.000,"",A,0.0,2181,ANGELA LARREA,0.0,1,770.0,0.0,MUEBLES CONQUISTADOR,2012-12-13 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
COM161,COMEDOR DE 8 SILLAS OCTAGONAL ,"","",690.0,1480.0,0.0,0.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",2012-10-05 00:00:00.000,2012-11-15 00:00:00.000,"",A,1.0,2204,ANGELA LARREA,0.0,1,690.0,0.0,ROBERT MAINCELA,2012-11-15 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
COM163,COMEDOR 4 SILLAS REDONDO GRECO,"","",494.0,680.0,0.0,0.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",2012-08-06 00:00:00.000,2012-11-08 00:00:00.000,"",A,0.0,2251,ANGELA LARREA,0.0,1,494.0,0.0,MILAGRO,2012-11-08 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
COM164,COMEDOR DE 6 SILLAS CON VIDRIO EFRAIN,"","",750.0,1380.0,0.0,0.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",2012-11-27 00:00:00.000,2012-10-03 00:00:00.000,"",A,1.0,2441,ANGELA LARREA,0.0,1,750.0,0.0,EFRAIN GUAMAN,2012-11-27 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
COM165,COMEDOR 8 SILLAS RUSTICO QUITO CUADRADO,"","",660.0,1280.0,0.0,0.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",2012-11-24 00:00:00.000,2012-11-27 00:00:00.000,"",A,2.0,2460,ROSA MERA,0.0,1,660.0,0.0,FUSION,2012-11-27 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
COM166,COMEDOR VIDRIO BLACK WHITE DE 8 SILLAS,"","",890.0,1580.0,0.0,0.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",,,"",I,0.0,1289,ANGELA LARREA,0.0,1,890.0,0.0,MUEBLES CONQUISTADOR,2012-02-06 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
COM167,COMEDOR DE 8 SILLAS CLASICO EFRAIN,"","",920.0,1480.0,0.0,0.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",2012-12-14 00:00:00.000,2012-11-08 00:00:00.000,"",A,1.0,2465,ANGELA LARREA,0.0,1,920.0,0.0,EFRAIN GUAMAN,2012-12-14 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
COM168,COMEDOR 6 SILLAS LINEAL RUSTICO NEGRO TOKI,"","",450.0,780.0,0.0,0.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",2012-11-24 00:00:00.000,,"",A,3.0,2548,ROSA MERA,0.0,1,450.0,0.0,FUSION,2012-11-24 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
COM169,COMEDOR 8 SILLAS MALIBU,"","",985.8,1580.0,0.0,0.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",2012-12-09 00:00:00.000,2012-12-09 00:00:00.000,"",A,0.0,2597,ANGELA LARREA,0.0,1,985.8,0.0,MUEBLES LUXOR,2012-12-09 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
COM170,COMEDOR 8 SILLAS CONQUISTADOR RECTANGULAR,"","",870.0,1480.0,0.0,0.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",2012-12-13 00:00:00.000,2012-12-13 00:00:00.000,"",A,0.0,2631,ANGELA LARREA,0.0,1,870.0,0.0,MUEBLES CONQUISTADOR,2012-12-13 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
COM171,COMEDOR DE 6 SILLAS CLASICO EFRAIN,"","",765.0,1280.0,0.0,0.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",2012-10-26 00:00:00.000,,"",A,1.0,2635,ANGELA LARREA,0.0,1,765.0,0.0,EFRAIN GUAMAN,2012-10-26 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
COM172,COMEDOR 6 SILLAS  TRIANGULAR CONQUISTADOR ,"","",770.0,1280.0,0.0,0.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",2012-12-21 00:00:00.000,,"",A,1.0,2658,ANGELA LARREA,0.0,1,770.0,0.0,MUEBLES CONQUISTADOR,2012-12-21 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
COM173,COMEDOR TRIANGULAR 6 SILLAS DIEGO AUCAPI�A,"","",600.0,980.0,0.0,0.0,0.0,COMEDORES,MUEBLES DE COMEDOR ,"",2012-12-23 00:00:00.000,2012-12-23 00:00:00.000,"",A,0.0,2661,ANGELA LARREA,0.0,1,600.0,0.0,DIEGO AUCAPI�A,2012-12-23 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
CON100,CONSOLA CLASICA PEQUE�A,"","",260.0,480.0,0.0,0.0,0.0,CONSOLAS,ACCESORIOS PARA SALAS ,"",2011-10-21 00:00:00.000,2011-10-21 00:00:00.000,"",A,0.0,328,ANGELA LARREA,0.0,1,,2.0,LIA,2011-10-21 00:00:00.000,1,D ROSIE,3.0,1.0,1.0,0.0
CON101,ESPEJOS RECTANGULARES WENGUE,"","",60.0,120.0,0.0,3.0,0.0,CONSOLAS,ACCESORIOS PARA SALAS ,"",,,"",A,3.0,500,ANGELA LARREA,0.0,1,,3.0,MUEBLES CONQUISTADOR,,1,D ROSIE,0.0,0.0,0.0,0.0
CON102,ESPEJOS RECTANGULARES CAFE,"","",60.0,120.0,0.0,1.0,0.0,CONSOLAS,ACCESORIOS PARA SALAS ,"",,,"",A,1.0,503,ANGELA LARREA,0.0,1,,1.0,MUEBLES CONQUISTADOR,,1,D ROSIE,0.0,0.0,0.0,0.0
CON103,CONSOLA DE IBARRA ECONOMICA ,"","",0.0,280.0,0.0,1.0,0.0,CONSOLAS,ACCESORIOS PARA SALAS ,"",,2012-06-12 00:00:00.000,"",A,0.0,526,ANGELA LARREA,0.0,1,,2.0,MAESTRO IBARRA,2012-06-12 00:00:00.000,1,D ROSIE,1.0,0.0,0.0,0.0
CON104,COMODAS DANES COLOR CAFE,"","",225.0,480.0,0.0,0.0,0.0,COMODAS,ACCESORIOS PARA SALAS ,"",2012-08-21 00:00:00.000,2011-09-24 00:00:00.000,"",A,1.0,528,ANGELA LARREA,0.0,1,,1.0,MUEBLES CONQUISTADOR,2012-08-21 00:00:00.000,1,D ROSIE,1.0,0.0,0.0,0.0
CON105,CONSOLA CONTEMPORANEO CAFE,"","",220.0,420.0,0.0,1.0,0.0,CONSOLAS,ACCESORIOS PARA SALAS ,"",,2012-04-21 00:00:00.000,"",A,0.0,750,ANGELA LARREA,0.0,1,,1.0,MUEBLES CONQUISTADOR,2012-04-21 00:00:00.000,1,D ROSIE,1.0,0.0,0.0,0.0
CON106,CONSOLA CAROLINA GRANDE,"","",207.0,480.0,0.0,1.0,0.0,CONSOLAS,ACCESORIOS PARA SALAS ,"",,2012-12-01 00:00:00.000,"",A,0.0,752,ANGELA LARREA,0.0,1,,1.0,LIA,2012-12-01 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
CON107,CONSOLA EN X CAFE,"","",203.0,480.0,0.0,2.0,0.0,CONSOLAS,ACCESORIOS PARA SALAS ,BIENSTAR,2012-05-02 00:00:00.000,2012-12-18 00:00:00.000,"",A,0.0,823,ANGELA LARREA,0.0,1,203.0,1.0,BINESTAR,2012-12-18 00:00:00.000,1,D ROSIE,2.0,2.0,0.0,0.0
CON108,CONSOLA CLASICA GRANDE,"","",260.0,580.0,0.0,,0.0,CONSOLAS,ACCESORIOS PARA SALAS ,"",2011-10-21 00:00:00.000,2012-03-03 00:00:00.000,"",A,0.0,1066,ANGELA LARREA,0.0,1,,3.0,LIA,2012-03-03 00:00:00.000,1,D ROSIE,3.0,0.0,0.0,
CON109,CONSOLA ROMA ESPEJO MILAGRO,"","",199.5,380.0,0.0,0.0,0.0,CONSOLAS,ACCESORIOS PARA SALAS ,"",2012-08-06 00:00:00.000,2012-10-16 00:00:00.000,"",A,0.0,2253,ANGELA LARREA,0.0,1,199.5,0.0,MILAGRO,2012-10-16 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
CP100,COPERO ROMA CON VIDRIO CURVO,"","",425.0,980.0,0.0,3.0,0.0,COPERO ,ALFOMBRAS ,"",2012-12-13 00:00:00.000,2012-12-18 00:00:00.000,"",A,3.0,737,ANGELA LARREA,0.0,1,425.0,0.0,AMOBLAR,2012-12-18 00:00:00.000,1,D ROSIE,2.0,6.0,0.0,0.0
CQ100,COQUETA CHARLESTON,"","",630.36,980.0,0.0,1.0,0.0,COQUETAS,HABITACIONES ADULTOS  ,VITEFAMA,2012-12-14 00:00:00.000,2012-12-23 00:00:00.000,"",A,1.0,220,ANGELA LARREA,0.0,1,630.36,1.0,VITEFAMA,2012-12-23 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
CQ101,COQUETA BICOLOR LINEAL,"","",350.0,580.0,0.0,1.0,0.0,COQUETAS,HABITACIONES ADULTOS  ,"",,2011-09-26 00:00:00.000,"",A,1.0,460,ANGELA LARREA,0.0,1,,2.0,MANUEL BARRETO PAPA,2011-09-26 00:00:00.000,1,D ROSIE,1.0,0.0,0.0,0.0
CQ102,COQUETA ANDREA CAFE,"","",350.0,580.0,0.0,1.0,0.0,COQUETAS,HABITACIONES ADULTOS  ,"",,2011-11-14 00:00:00.000,"",A,1.0,462,ANGELA LARREA,0.0,1,,2.0,MANUEL BARRETO PAPA,2011-11-14 00:00:00.000,1,D ROSIE,1.0,0.0,0.0,0.0
CQ103,COQUETA STEFANNY ,"","",350.0,580.0,0.0,0.0,0.0,COQUETAS,HABITACIONES ADULTOS  ,"",2012-03-31 00:00:00.000,2011-12-09 00:00:00.000,"",A,1.0,475,ANGELA LARREA,0.0,1,350.0,1.0,AMOBLAR,2012-03-31 00:00:00.000,1,D ROSIE,2.0,2.0,0.0,0.0
CQ104,COQUETA ESPERO REDONDO GIRATORIO,"","",300.0,480.0,0.0,1.0,0.0,COQUETAS,HABITACIONES ADULTOS  ,"",,,CON SILLITA,A,1.0,568,ANGELA LARREA,0.0,1,,1.0,AMOBLAR,,1,D ROSIE,0.0,0.0,0.0,0.0
CQ105,COQUETA ECONOMICA CAFE,"","",125.0,300.0,0.0,0.0,0.0,COQUETAS,HABITACIONES ADULTOS  ,"",2012-05-14 00:00:00.000,2012-07-21 00:00:00.000,"",A,0.0,854,ROSA MERA,0.0,1,125.0,1.0,EDISON GUACHICHULCA,2012-07-21 00:00:00.000,1,D ROSIE,3.0,3.0,0.0,0.0
CQ106,COQUETA LIA CON ENTRENSADO,"","",250.0,480.0,0.0,1.0,0.0,COQUETAS,HABITACIONES ADULTOS  ,"",,,"",A,1.0,856,ANGELA LARREA,0.0,1,,1.0,LIA,,1,D ROSIE,0.0,0.0,0.0,0.0
CQ107,COQUETA CONTEMPORANEA WENGUE,"","",280.0,580.0,0.0,2.0,0.0,COQUETAS,HABITACIONES ADULTOS  ,"",2012-05-23 00:00:00.000,2012-04-12 00:00:00.000,"",A,2.0,888,ANGELA LARREA,0.0,1,280.0,0.0,MUEBLES CONQUISTADOR,2012-05-23 00:00:00.000,1,D ROSIE,4.0,6.0,1.0,0.0
CQ108,COQUETA KENNEDY CON ESPEJO,"","",400.0,780.0,0.0,0.0,0.0,COQUETAS,HABITACIONES ADULTOS  ,"",2012-10-26 00:00:00.000,2012-09-15 00:00:00.000,"",A,1.0,1927,ANGELA LARREA,0.0,1,400.0,0.0,MUEBLES LUXOR,2012-10-26 00:00:00.000,1,D ROSIE,1.0,2.0,0.0,0.0
CQ109,COQUETA ECONOMICA TIPO CUENCANA,"","",142.85,280.0,0.0,0.0,0.0,COQUETAS,HABITACIONES ADULTOS  ,"",2012-05-14 00:00:00.000,2012-06-27 00:00:00.000,"",A,0.0,2006,ROSA MERA,0.0,1,142.85,0.0,ANITA DELGADO,2012-06-27 00:00:00.000,1,D ROSIE,0.0,1.0,0.0,0.0
CQ110,COQUETA SUIZA,"","",357.0,680.0,0.0,0.0,0.0,COQUETAS,HABITACIONES ADULTOS  ,"",2012-08-17 00:00:00.000,2012-10-25 00:00:00.000,"",A,2.0,2033,ANGELA LARREA,0.0,1,357.0,0.0,MUEBLES LUXOR,2012-10-25 00:00:00.000,1,D ROSIE,0.0,1.0,0.0,0.0
CQ111,COQUETA  ANY,"","",454.0,620.0,0.0,0.0,0.0,COQUETAS,HABITACIONES ADULTOS  ,"",,2012-09-04 00:00:00.000,"",A,0.0,2157,ANGELA LARREA,0.0,1,454.0,0.0,MUEBLES NOBOA,2012-09-04 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
CQ112,COQUETA MEDITERRANEA BICOLOR,"","",320.0,580.0,0.0,0.0,0.0,COQUETAS,HABITACIONES ADULTOS  ,"",2012-07-10 00:00:00.000,2012-07-21 00:00:00.000,"",A,0.0,2165,ANGELA LARREA,0.0,1,320.0,0.0,EFRAIN GUAMAN,2012-07-21 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
CQ113,COQUETA TREND,"","",489.0,780.0,0.0,0.0,0.0,COQUETAS,HABITACIONES ADULTOS  ,"",2012-08-16 00:00:00.000,,"",A,1.0,2401,ANGELA LARREA,0.0,1,489.0,0.0,BINESTAR,2012-08-16 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
CQ114,COQUETA KASANDRA,"","",371.0,580.0,0.0,0.0,0.0,COQUETAS,HABITACIONES ADULTOS  ,"",2012-08-16 00:00:00.000,2012-11-17 00:00:00.000,"",A,0.0,2403,ANGELA LARREA,0.0,1,371.0,0.0,BINESTAR,2012-11-17 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
CQ115,COQUETA ANI VICENTE CUMBAL,"","",320.0,580.0,0.0,0.0,0.0,COQUETAS,HABITACIONES ADULTOS  ,"",2012-10-03 00:00:00.000,2012-10-24 00:00:00.000,"",A,0.0,2447,ANGELA LARREA,0.0,1,320.0,0.0,VICENTE CUMBAL,2012-10-24 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
CQ116,COQUETA VESTIDOR CONQUISTADOR,"","",300.0,580.0,0.0,0.0,0.0,COQUETAS,HABITACIONES ADULTOS  ,"",2012-12-07 00:00:00.000,2012-12-23 00:00:00.000,"",A,2.0,2590,ANGELA LARREA,0.0,1,300.0,0.0,MUEBLES CONQUISTADOR,2012-12-23 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
CU100,CUADROS CON MARCO NEGRO ,"","",180.0,380.0,0.0,1.0,0.0,CUADROS,CUADROS ,SIN MARCA,,2012-12-18 00:00:00.000,"",A,15.0,210,ANGELA LARREA,0.0,1,180.0,16.0,GUSTAVO ZAMBRANO,2012-12-18 00:00:00.000,1,D ROSIE,17.0,30.0,0.0,0.0
CU101,CAMA CUNA DE NI�A CASITA,"","",267.86,480.0,0.0,0.0,0.0,CUNAS,CAMAS - COLCHONES ,"",2012-11-10 00:00:00.000,2012-12-23 00:00:00.000,"",A,0.0,966,ROSA MERA,0.0,1,267.86,0.0,ANITA DELGADO,2012-12-23 00:00:00.000,1,D ROSIE,5.0,6.0,0.0,0.0
CU102,CUNAS DE NI�OS,"","",130.0,150.0,0.0,2.0,0.0,CUNAS,CAMAS - COLCHONES ,"",2012-03-31 00:00:00.000,2012-06-05 00:00:00.000,"",A,0.0,831,ROSA MERA,0.0,1,,2.0,CABRERA PATI�O ANGEL EDUARDO,2012-06-05 00:00:00.000,1,D ROSIE,1.0,0.0,0.0,0.0
CU103,CUADROS ECONOMICOS LOCALES,"","",70.0,180.0,0.0,0.0,0.0,CUADROS,CUADROS ,"",2012-09-21 00:00:00.000,2012-12-01 00:00:00.000,"",A,0.0,2025,ANGELA LARREA,0.0,1,70.0,0.0,PINTOR SANTODOMINGUE�O,2012-12-01 00:00:00.000,1,D ROSIE,2.0,5.0,0.0,0.0
DMP100,"9959 JUEGO DE CANDELABROS NATURA/","9959",JUEGO DE 3,22.9641,55.0,0.0,1.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,FEDERAL,,,"",A,0.0,330,ANGELA LARREA,0.0,1,,1.0,IMPORTADORA FEDERAL S.A.,,1,D ROSIE,0.0,0.0,0.0,0.0
DMP101,"5256 LAMPARA ORNELLA 34 CM/5256","",UNIDAD,29.8253,48.0,0.0,4.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,FEDERAL,,,"",A,2.0,332,ANGELA LARREA,0.0,1,,4.0,IMPORTADORA FEDERAL S.A.,,1,D ROSIE,0.0,0.0,0.0,0.0
DMP102,"4767 CANDELABROS CARISSA /","4767",JUEGO DE 3,37.1374,75.0,0.0,,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,FEDERAL,2011-11-18 00:00:00.000,,"",A,2.0,334,ANGELA LARREA,0.0,1,,4.0,IMPORTADORA FEDERAL S.A.,2011-11-18 00:00:00.000,1,D ROSIE,2.0,0.0,0.0,
DMP103,"9958 CENTRO NATURA 40 CM","9958",HOJA,19.1416,25.0,0.0,2.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,FEDERAL,,,"",A,1.0,336,ANGELA LARREA,0.0,1,,2.0,IMPORTADORA FEDERAL S.A.,,1,D ROSIE,1.0,0.0,0.0,0.0
DMP104,"5250 CENTRO ORNELLA 15.5*9 CM/","5250",CENICEROS,4.9876,10.0,0.0,3.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,FEDERAL,,,"",A,3.0,338,ANGELA LARREA,0.0,1,,3.0,IMPORTADORA FEDERAL S.A.,,1,D ROSIE,0.0,0.0,0.0,0.0
DMP105,"1816 TETERA 27 CM*30 CM ARABESQUE /","1816",COLOR BLANCA,14.6354,35.0,0.0,1.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,FEDERAL,,,"",A,0.0,340,ANGELA LARREA,0.0,1,,1.0,IMPORTADORA FEDERAL S.A.,,1,D ROSIE,1.0,0.0,0.0,0.0
DMP106,"5069 CENTRO CARISSA 36*25CM","5069","",19.5267,45.0,0.0,3.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,FEDERAL,,,"",A,2.0,342,ANGELA LARREA,0.0,1,,3.0,IMPORTADORA FEDERAL S.A.,,1,D ROSIE,0.0,0.0,0.0,0.0
DMP107,"9793 LAMPARA MOROCCO 38 CM BASE/ ","9793","",27.7784,70.0,0.0,2.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,FEDERAL,,,"",A,2.0,344,ANGELA LARREA,0.0,1,,2.0,IMPORTADORA FEDERAL S.A.,,1,D ROSIE,0.0,0.0,0.0,0.0
DMP108,"3117 JARRON SAMIR/","3117","",28.6643,40.0,0.0,1.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,FEDERAL,,,"",A,1.0,346,ANGELA LARREA,0.0,1,,1.0,IMPORTADORA FEDERAL S.A.,,1,D ROSIE,0.0,0.0,0.0,0.0
DMP109,"3115 CENTRO SAMIR/","3115","",31.5432,45.0,0.0,1.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,FEDERAL,,,"",A,1.0,348,ANGELA LARREA,0.0,1,,1.0,IMPORTADORA FEDERAL S.A.,,1,D ROSIE,0.0,0.0,0.0,0.0
DMP110,"9967 RELOJ NATURA 27 CM/ ","9967",RELOJ  ROJIZO PEQUE�O,6.1815,12.0,0.0,2.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,FEDERAL,,,"",A,2.0,350,ANGELA LARREA,0.0,1,,2.0,IMPORTADORA FEDERAL S.A.,,1,D ROSIE,0.0,0.0,0.0,0.0
DMP111,"2809 LAMPARA BRAN/","2809","",23.0027,48.0,0.0,2.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,FEDERAL,,,"",A,2.0,352,ANGELA LARREA,0.0,1,,2.0,IMPORTADORA FEDERAL S.A.,,1,D ROSIE,0.0,0.0,0.0,0.0
DMP112,"4502 JARRON CANTABRIA 40.5 CM/","4502","",14.7799,35.0,0.0,1.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,FEDERAL,,,"",A,1.0,354,ANGELA LARREA,0.0,1,,1.0,IMPORTADORA FEDERAL S.A.,,1,D ROSIE,0.0,0.0,0.0,0.0
DMP113,"4294 JARRON VITTORIA 41 CM/ ","4294","",14.7799,35.0,0.0,1.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,FEDERAL,,,"",A,0.0,356,ANGELA LARREA,0.0,1,,1.0,IMPORTADORA FEDERAL S.A.,,1,D ROSIE,1.0,0.0,0.0,0.0
DMP114,"4014 CENTRO ADRIA 32*20CM","4014","",19.0935,35.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,FEDERAL,,,"",A,0.0,358,ANGELA LARREA,0.0,1,,0.0,IMPORTADORA FEDERAL S.A.,,1,D ROSIE,0.0,0.0,0.0,0.0
DMP115,"9963 CANDELABRO NATURA 10 CM / ","9963","",1.8872,4.0,0.0,4.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,FEDERAL,,,"",A,3.0,360,ANGELA LARREA,0.0,1,,4.0,IMPORTADORA FEDERAL S.A.,,1,D ROSIE,0.0,0.0,0.0,0.0
DMP116,"1936 BOLA NOVA/","1936",BOLITAS PEQUE�AS,2.1472,3.8,0.0,6.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,FEDERAL,,,"",A,4.0,362,ANGELA LARREA,0.0,1,,6.0,IMPORTADORA FEDERAL S.A.,,1,D ROSIE,0.0,0.0,0.0,0.0
DMP117,"9300 CANVAS 60*60 CM","9300",CUADROS DE FLORES,12.8927,30.0,0.0,5.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,FEDERAL,,2012-05-26 00:00:00.000,"",A,4.0,364,ANGELA LARREA,0.0,1,,5.0,IMPORTADORA FEDERAL S.A.,2012-05-26 00:00:00.000,1,D ROSIE,1.0,0.0,0.0,0.0
DMP118,"1411 LAMPARA INFANTIL / ","1411",COLOR MORADITA,7.414,25.0,0.0,1.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,FEDERAL,,,"",A,1.0,366,ANGELA LARREA,0.0,1,,1.0,IMPORTADORA FEDERAL S.A.,,1,D ROSIE,0.0,0.0,0.0,0.0
DMP119,"85031001 FLORERO 021011/ ","85031001",FLORERO NEGRO  GRANDE DON FLORES BLANCAS,18.7405,45.0,0.0,3.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,PROMOCIONES,,,"",A,3.0,369,ANGELA LARREA,0.0,1,,3.0,ALMACEN PROMOCIONES,,1,D ROSIE,0.0,0.0,0.0,0.0
DMP120,PA415 PLATO DE DECORACION 011021/,PA415,BANDEJA CAFE,12.0547,25.0,0.0,2.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,PROMOCIONES,,,"",A,2.0,371,ANGELA LARREA,0.0,1,,2.0,ALMACEN PROMOCIONES,,1,D ROSIE,0.0,0.0,0.0,0.0
DMP121,"85031002 FLORERO 021011/ ","85031002",FLORERO NEGRO MEDIANO CON FLORES BLANCAS,19.5509,45.0,0.0,3.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,PROMOCIONES,,,"",A,3.0,373,ANGELA LARREA,0.0,1,,3.0,ALMACEN PROMOCIONES,,1,D ROSIE,0.0,0.0,0.0,0.0
DMP122,"85031010 FLORERO 021011 / ","85031010",COPA GRANDE ROJA,24.2107,50.0,0.0,1.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,PROMOCIONES,,,"",A,1.0,375,ANGELA LARREA,0.0,1,,1.0,ALMACEN PROMOCIONES,,1,D ROSIE,0.0,0.0,0.0,0.0
